date,equity,turnover,gross_ret,net_ret
2022-02-07,1020378.8836506951,1.0,0.020378883650695068,0.020378883650695068
2022-02-08,1030330.5566737716,0.6666666666666666,0.009752919413102227,0.009752919413102227
2022-02-09,1026405.5000640339,0.49999999999999994,-0.003809511990413054,-0.003809511990413054
2022-02-10,1028795.006754474,0.5,0.002328033793945009,0.002328033793945009
2022-02-11,1035109.4257662051,0.6666666666666666,0.006137684349432293,0.006137684349432293
2022-02-14,1057802.9190988364,0.6666666666666667,0.02192376261653036,0.02192376261653036
2022-02-15,1058749.3113779235,0.8333333333333334,0.0008946773184303296,0.0008946773184303296
2022-02-16,1062992.1317554566,0.8333333333333335,0.004007389031508435,0.004007389031508435
2022-02-17,1059616.1936197851,0.8333333333333334,-0.0031758825252038783,-0.0031758825252038783
2022-02-18,1061226.0778095247,0.8333333333333334,0.0015193087831549454,0.0015193087831549454
2022-02-21,1062051.2493807734,0.6666666666666667,0.0007775643555159011,0.0007775643555159011
2022-02-22,1079592.8919018384,0.8333333333333334,0.016516757106865176,0.016516757106865176
2022-02-23,1082378.0058453993,0.3333333333333333,0.002579781660709897,0.002579781660709897
2022-02-24,1073426.797559061,0.6666666666666667,-0.008269946578734217,-0.008269946578734217
2022-02-25,1058027.8144845623,0.5,-0.014345629445357295,-0.014345629445357295
2022-02-28,1067587.049669764,0.8333333333333334,0.00903495641072416,0.00903495641072416
2022-03-01,1054431.797861806,0.6666666666666666,-0.012322416061554412,-0.012322416061554412
2022-03-02,1057980.912593861,0.8333333333333333,0.0033659026020004612,0.0033659026020004612
2022-03-03,1026212.265574088,0.6666666666666667,-0.030027618307295976,-0.030027618307295976
2022-03-04,1016804.5451580648,0.49999999999999994,-0.009167421528293822,-0.009167421528293822
2022-03-07,1004034.0393485663,0.6666666666666667,-0.012559449965394638,-0.012559449965394638
2022-03-08,984576.1467687264,0.8333333333333334,-0.019379714050795117,-0.019379714050795117
2022-03-09,987601.1342200943,0.49999999999999994,0.00307237531733384,0.00307237531733384
2022-03-10,986840.9103326413,0.5,-0.0007697681392937472,-0.0007697681392937472
2022-03-11,1003815.6617234672,0.6666666666666666,0.017201102237547044,0.017201102237547044
2022-03-14,1002626.174901598,0.49999999999999994,-0.001184965394768792,-0.001184965394768792
2022-03-15,1006165.7104585096,0.6666666666666666,0.003530264464977802,0.003530264464977802
2022-03-16,1016448.0111382544,1.0,0.01021929148734261,0.01021929148734261
2022-03-17,980238.6090132352,0.6666666666666667,-0.035623466943941993,-0.035623466943941993
2022-03-18,947324.3635012171,0.49999999999999994,-0.03357778933554911,-0.03357778933554911
2022-03-21,937647.566331233,0.8333333333333334,-0.010214872057359159,-0.010214872057359159
2022-03-22,932305.0373433777,0.6666666666666666,-0.0056978007299258344,-0.0056978007299258344
2022-03-23,947293.869278762,0.5,0.01607717574721601,0.01607717574721601
2022-03-24,969765.8893984033,0.3333333333333333,0.0237223324761416,0.0237223324761416
2022-03-25,1009510.5740644014,0.3333333333333333,0.04098379320255725,0.04098379320255725
2022-03-28,1017275.3394054085,0.3333333333333333,0.00769161367943405,0.00769161367943405
2022-03-29,1013101.0230090948,0.49999999999999994,-0.004103428280050059,-0.004103428280050059
2022-03-30,985229.4693543654,0.49999999999999994,-0.027511129711374444,-0.027511129711374444
2022-03-31,974738.1180249766,0.6666666666666666,-0.01064863735375665,-0.01064863735375665
2022-04-01,984309.685851101,0.3333333333333333,0.009819630164375145,0.009819630164375145
2022-04-04,1009682.7170164593,0.6666666666666666,0.02577748805084575,0.02577748805084575
2022-04-05,1040019.6055371942,0.6666666666666666,0.03004596197345847,0.03004596197345847
2022-04-06,1056516.7771084318,0.49999999999999994,0.01586236594330015,0.01586236594330015
2022-04-07,1090468.9716010906,0.49999999999999994,0.032135972876438615,0.032135972876438615
2022-04-08,1082815.7832825705,0.49999999999999994,-0.007018254088681914,-0.007018254088681914
2022-04-11,1102351.8216072205,0.8333333333333335,0.018041885449273945,0.018041885449273945
2022-04-12,1127578.2745885106,0.5,0.022884212178749065,0.022884212178749065
2022-04-13,1098732.5794851407,0.3333333333333333,-0.025581989076453704,-0.025581989076453704
2022-04-14,1125039.9559042908,0.8333333333333334,0.02394338432330582,0.02394338432330582
2022-04-15,1130429.3170435661,0.6666666666666667,0.004790373098299067,0.004790373098299067
2022-04-18,1107401.6897446115,0.49999999999999994,-0.02037069187057113,-0.02037069187057113
2022-04-19,1069004.6876674881,0.6666666666666667,-0.034673057150543585,-0.034673057150543585
2022-04-20,1093321.2943618123,0.8333333333333335,0.022746959835491316,0.022746959835491316
2022-04-21,1070687.1190269345,0.6666666666666666,-0.020702217592944473,-0.020702217592944473
2022-04-22,1067292.3674080202,0.8333333333333334,-0.003170628990100788,-0.003170628990100788
2022-04-25,1042572.7293799989,0.6666666666666666,-0.023161074493631396,-0.023161074493631396
2022-04-26,1044792.7221330622,0.8333333333333334,0.002129340899203729,0.002129340899203729
2022-04-27,1054897.9601177517,0.8333333333333334,0.009672002657195403,0.009672002657195403
2022-04-28,1045714.2204384065,0.6666666666666666,-0.008705808548838363,-0.008705808548838363
2022-04-29,1039373.2708374469,0.6666666666666667,-0.00606374999691702,-0.00606374999691702
2022-05-02,1042300.2121007281,1.0,0.0028160636273846986,0.0028160636273846986
2022-05-03,1076127.7504730173,0.8333333333333334,0.03245469777283342,0.03245469777283342
2022-05-04,1067617.9287921665,0.8333333333333334,-0.00790781733591602,-0.00790781733591602
2022-05-05,1072271.7323347172,0.6666666666666666,0.004359053381405519,0.004359053381405519
2022-05-06,1044712.8316615801,0.6666666666666667,-0.025701414895207123,-0.025701414895207123
2022-05-09,1050337.3321622969,1.0,0.005383776603730496,0.005383776603730496
2022-05-10,1059066.2326166183,0.49999999999999994,0.008310568602138154,0.008310568602138154
2022-05-11,1063735.1928800412,0.8333333333333334,0.004408563052650104,0.004408563052650104
2022-05-12,1066336.4554370162,0.6666666666666667,0.0024454042457053844,0.0024454042457053844
2022-05-13,1059605.1381777101,0.6666666666666666,-0.0063125641301904345,-0.0063125641301904345
2022-05-16,1094740.1772588221,0.49999999999999994,0.03315861523806554,0.03315861523806554
2022-05-17,1112520.716951255,0.6666666666666666,0.016241789660953757,0.016241789660953757
2022-05-18,1139952.5478387633,0.3333333333333333,0.024657366347911415,0.024657366347911415
2022-05-19,1147071.5543805775,0.6666666666666666,0.006245002526913105,0.006245002526913105
2022-05-20,1145452.262401388,0.6666666666666666,-0.0014116747756542187,-0.0014116747756542187
2022-05-23,1130995.7168663386,0.6666666666666666,-0.01262081887615459,-0.01262081887615459
2022-05-24,1143771.529264858,0.6666666666666666,0.011296074961200922,0.011296074961200922
2022-05-25,1158039.765323726,0.6666666666666666,0.01247472567186447,0.01247472567186447
2022-05-26,1157423.2005093603,0.3333333333333333,-0.0005324211074853764,-0.0005324211074853764
2022-05-27,1153364.3390773048,0.3333333333333333,-0.0035068084260530723,-0.0035068084260530723
2022-05-30,1130926.0049729105,0.49999999999999994,-0.01945467996898964,-0.01945467996898964
2022-05-31,1144039.7187082958,0.6666666666666667,0.011595554154490689,0.011595554154490689
2022-06-01,1150943.4943132955,0.6666666666666666,0.006034559370713697,0.006034559370713697
2022-06-02,1170149.7606058274,1.0,0.016687410274638305,0.016687410274638305
2022-06-03,1185293.3979918067,0.6666666666666667,0.012941623282595035,0.012941623282595035
2022-06-06,1170593.4134431058,0.49999999999999994,-0.01240197960573005,-0.01240197960573005
2022-06-07,1176722.3766469867,0.6666666666666666,0.005235774551177,0.005235774551177
2022-06-08,1171510.7382940308,1.0,-0.004428944716600233,-0.004428944716600233
2022-06-09,1173844.0524552283,0.8333333333333334,0.001991713848560561,0.001991713848560561
2022-06-10,1151009.4383787508,0.8333333333333334,-0.01945285153399741,-0.01945285153399741
2022-06-13,1145008.063717773,1.1666666666666665,-0.005214009947156632,-0.005214009947156632
2022-06-14,1132998.2167202719,0.8333333333333334,-0.010488875474383857,-0.010488875474383857
2022-06-15,1112154.5703065717,0.8333333333333334,-0.01839689251589201,-0.01839689251589201
2022-06-16,1098523.4857062958,0.8333333333333334,-0.012256465930377361,-0.012256465930377361
2022-06-17,1075446.0402010812,0.8333333333333334,-0.02100769424185496,-0.02100769424185496
2022-06-20,1084516.593207378,0.8333333333333334,0.00843422418906381,0.00843422418906381
2022-06-21,1112269.5272168566,0.49999999999999994,0.02559014235771288,0.02559014235771288
2022-06-22,1111863.007656851,0.8333333333333333,-0.00036548655704223476,-0.00036548655704223476
2022-06-23,1123935.073204151,0.8333333333333334,0.010857511639622413,0.010857511639622413
2022-06-24,1145724.1620672557,0.49999999999999994,0.01938643021521491,0.01938643021521491
2022-06-27,1135560.1101193216,0.49999999999999994,-0.008871290564034903,-0.008871290564034903
2022-06-28,1140187.0581778793,1.0,0.004074595450584825,0.004074595450584825
2022-06-29,1135922.2364642315,0.8333333333333335,-0.0037404579214075358,-0.0037404579214075358
2022-06-30,1125657.6802574585,1.1666666666666665,-0.009036319456799575,-0.009036319456799575
2022-07-01,1154049.7247537621,1.4999999999999998,0.025222627619623905,0.025222627619623905
2022-07-04,1158899.343971233,1.1666666666666665,0.004202261924637131,0.004202261924637131
2022-07-05,1154019.0472334507,0.49999999999999994,-0.004211148071806484,-0.004211148071806484
2022-07-06,1135711.8956507663,0.6666666666666666,-0.015863820988546294,-0.015863820988546294
2022-07-07,1162669.8161776878,1.0,0.0237365837499434,0.0237365837499434
2022-07-08,1161612.0897163514,0.6666666666666666,-0.0009097393315101385,-0.0009097393315101385
2022-07-11,1191919.9657228722,1.0,0.026091219499894715,0.026091219499894715
2022-07-12,1188765.0216225772,0.8333333333333334,-0.0026469429081016718,-0.0026469429081016718
2022-07-13,1197054.1518691527,0.49999999999999994,0.006972892115602036,0.006972892115602036
2022-07-14,1199774.4420416455,0.6666666666666667,0.002272487145418721,0.002272487145418721
2022-07-15,1229913.067805903,0.8333333333333334,0.025120243195855037,0.025120243195855037
2022-07-18,1240940.5013281116,0.49999999999999994,0.008966026795601835,0.008966026795601835
2022-07-19,1253932.8761382545,0.49999999999999994,0.010469780619004686,0.010469780619004686
2022-07-20,1267924.7746340947,0.49999999999999994,0.011158411077737334,0.011158411077737334
2022-07-21,1221147.9029089042,0.6666666666666667,-0.036892466068177976,-0.036892466068177976
2022-07-22,1203555.8244952706,0.49999999999999994,-0.014406181570412109,-0.014406181570412109
2022-07-25,1212635.1537332945,1.0,0.0075437541435449465,0.0075437541435449465
2022-07-26,1209002.6967128257,0.8333333333333334,-0.002995506941461852,-0.002995506941461852
2022-07-27,1213462.5022966636,0.6666666666666666,0.003688830137404804,0.003688830137404804
2022-07-28,1228607.5537632375,0.8333333333333334,0.01248085658840684,0.01248085658840684
2022-07-29,1192767.0771166007,0.8333333333333334,-0.029171623222449775,-0.029171623222449775
2022-08-01,1147972.0514936573,0.8333333333333334,-0.03755555169348838,-0.03755555169348838
2022-08-02,1163037.0393056022,0.8333333333333334,0.013123131170609405,0.013123131170609405
2022-08-03,1154835.8778520476,0.8333333333333334,-0.007051504961915311,-0.007051504961915311
2022-08-04,1167181.8704425814,0.8333333333333333,0.010690690190104712,0.010690690190104712
2022-08-05,1169162.8821160514,0.8333333333333334,0.0016972604901058386,0.0016972604901058386
2022-08-08,1180330.4395404132,0.6666666666666666,0.009551755016503625,0.009551755016503625
2022-08-09,1168350.0685523348,0.3333333333333333,-0.010150014425403787,-0.010150014425403787
2022-08-10,1144942.673796127,0.6666666666666666,-0.020034573015612615,-0.020034573015612615
2022-08-11,1132221.719569119,0.8333333333333335,-0.011110559959155957,-0.011110559959155957
2022-08-12,1165062.6854293684,0.8333333333333334,0.029005772714506252,0.029005772714506252
2022-08-15,1177848.93072329,1.0,0.010974727329121636,0.010974727329121636
